Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent
38864	PINUN	Pinus uncinata	Mountain pine		Pinus mugo subsp. uncinata; Pinus mugo subsp. uncinata (Raymond ex A.DC.) Domin; spirke	reviewed	Subspecies	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Coniferopsida; Coniferales; Pinaceae; Pinus; Pinus	28528
71654	PINVI	Pinus virginiana	Virginia pine		Pinus virginiana Mill.; scrub pine	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Coniferopsida; Coniferales; Pinaceae; Pinus; Pinus	139271
3341	PINWA	Pinus wallichiana	Himalayan white pine	Pinus griffithii	Bhutan pine; Pinus griffithi; Pinus wallichiana A.B.Jacks.; blue pine	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Coniferopsida; Coniferales; Pinaceae; Pinus; Strobus	139272
88732	PINYU	Pinus yunnanensis	Yunnan pine		Pinus yunnanensis Franch.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Coniferopsida; Coniferales; Pinaceae; Pinus; Pinus	139271
458513	PIOVA	Pione vastifica	Boring sponge	Cliona vastifica	Cliona canadensis; Cliona corallinoides; Cliona gracilis; Cliona northumbrica; Cliona pontica; Pione canadensis; Pione corallinoides; Pione vastifica (Hancock, 1849)	reviewed	Species	Eukaryota; Metazoa; Porifera; Demospongiae; Tetractinomorpha; Hadromerida; Clionaidae; Pione	269046
398741	PIPCE	Piper cenocladum	Ant piper		Piper cenocladum C.DC.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; magnoliids; Piperales; Piperaceae; Piper	13215
211679	PIPPP	Pipile pipile	Trinidad piping guan	Aburria pipile	common piping guan	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galliformes; Cracidae; Pipile	125072
105295	PIPAB	Pipistrellus abramus	Japanese pipistrelle	Pipistrellus javanicus abramus	Japanese house bat	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	27671
294653	PIPHE	Pipistrellus hesperidus	African pipistrelle	Dusky pipistrelle	Pipistrellus hesperidus Kock (2001); Vespertilio hesperida Temminck	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	27671
59472	PIPKU	Pipistrellus kuhlii	Kuhl's pipistrelle		Pipistrellus kuhli; Pipistrellus kuhlii (Kuhl's pipistrelle); Pipistrellus kuhlii (Kuhl, 1817)	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	27671
59473	PIPNA	Pipistrellus nathusii	Nathusius' pipistrelle		Nathusius's pipistrelle	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	27671
59474	PIPPI	Pipistrellus pipistrellus	Common pipistrelle			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	27671
372076	PIPRU	Pipistrellus rusticus	Rusty pipistrelle			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	27671
27672	PIPSU	Pipistrellus subflavus	Eastern pipistrelle		Perimyotis subflavus	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	27671
530564	PIRSD	Pirellula staleyi (strain ATCC 27377 / DSM 6068 / ICPB 4128)		Pirella staleyi	Pirellula staleyi ATCC 27377; Pirellula staleyi DSM 6068; Pirellula staleyi str. DSM 6068; Pirellula staleyi strain DSM 6068	reviewed		Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Pirellula	125
185217	PIRLC	Pireneitega luctuosa	Tangled nest spider	Paracoelotes luctuosus		reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Amaurobiidae; Paracoelotes	185216
65672	PIRIN	Piriformospora indica			Achlamydospora indica; Achlamydospora indicum; fungal endophyte pNS1-2	reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Sebacinales; Sebacinaceae; Piriformospora	65702
49891	PIRVV	Pirital virus (isolate Rat/Venezuela/VAV-488/1995)	PIRV		Pirital virus	reviewed	Species	Viruses; ssRNA negative-strand viruses; Arenaviridae; Arenavirus; New world arenaviruses	208897
99929	PIREQ	Piromyces equi				reviewed	Species	Eukaryota; Fungi; Neocallimastigomycota; Neocallimastigomycetes; Neocallimastigales; Neocallimastigaceae; Piromyces	4821
45796	PIRSP	Piromyces sp.				reviewed	Species	Eukaryota; Fungi; Neocallimastigomycota; Neocallimastigomycetes; Neocallimastigales; Neocallimastigaceae; Piromyces	4821
11274	PIRYV	Piry virus	PIRYV		PIRY	reviewed	Species	Viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Dimarhabdovirus supergroup; Vesiculovirus	11271
7611	PISBR	Pisaster brevispinus	Short spined sea star	Asterias brevispina		reviewed	Species	Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Forcipulatacea; Forcipulatida; Asteriidae; Pisaster	7610
7612	PISOC	Pisaster ochraceus	Ochre sea star	Asterias ochracea	ochreous starfish	reviewed	Species	Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Forcipulatacea; Forcipulatida; Asteriidae; Pisaster	7610
1238	PISSA	Piscirickettsia salmonis			Piscirickettsia salmonis Fryer et al. 1992	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Piscirickettsia	1237
37468	PISTI	Pisolithus tinctorius	Dead man's foot	Scleroderma tinctorium		reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Agaricomycetidae; Boletales; Sclerodermatineae; Pisolithaceae; Pisolithus	37467
4477	PISST	Pistia stratiotes	Water lettuce		Pistia stratiotes L.; Pistia stratoides; shellflower	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Araceae; Aroideae; Pistieae; Pistia	4476
3888	PEA	Pisum sativum	Garden pea		Pisum sativum L.; pea; peas	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Fabeae; Pisum	3887
30598	PITIR	Pithecia irrorata	Gray monk saki		bald-faced saki	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia	30597
43777	PITPI	Pithecia pithecia	White-faced saki		Guianan saki	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia	30597
9163	PITSO	Pitta sordida	Hooded pitta			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Passeriformes; Pittidae; Pitta	9162
8595	PITME	Pituophis melanoleucus	Pine snake	Coluber melanoleucus		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubroidea; Colubridae; Colubrinae; Pituophis	8594
137712	PITSU	Pitymys subterraneus	European pine vole	Microtus subterraneus	Common pine vole; Microtus (Terricola) subterraneus	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Arvicolinae; Microtus	10053
6415	PLAOR	Placobdella ornata	Turtle leech			reviewed	Species	Eukaryota; Metazoa; Annelida; Clitellata; Hirudinida; Hirudinea; Rhynchobdellida; Glossiphoniidae; Placobdella	6414
6577	PLAMG	Placopecten magellanicus	Sea scallop			reviewed	Species	Eukaryota; Metazoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Placopecten	6576
53031	PLARP	Plagiochasma rupestre	Liverwort		Plagiochasma rupestre (G.Forst.) Steph.; Plagiochasma ruprestre; Plagiochasma rupsetre	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Marchantiophyta; Marchantiopsida; Marchantiidae; Marchantiales; Aytoniaceae; Plagiochasma	53030
53019	PLAAD	Plagiochila adiantoides				reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Marchantiophyta; Jungermanniopsida; Jungermanniidae; Jungermanniales; Lophocoleineae; Plagiochilaceae; Plagiochila	53018
756272	PLABD	Planctomyces brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448)			Planctomyces brasiliensis ATCC 49424; Planctomyces brasiliensis DSM 5305; Planctomyces brasiliensis str. DSM 5305; Planctomyces brasiliensis strain DSM 5305	reviewed		Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces	119
521674	PLAL2	Planctomyces limnophilus (strain ATCC 43296 / DSM 3776 / IFAM 1008 / 290)			Planctomyces limnophilus ATCC 43296; Planctomyces limnophilus DSM 3776; Planctomyces limnophilus IFAM 1008; Planctomyces limnophilus str. DSM 3776; Planctomyces limnophilus strain DSM 3776	reviewed		Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomyces	120
78439	PLADA	Planctoteuthis danae			Valbyteuthis danae	reviewed	Species	Eukaryota; Metazoa; Mollusca; Cephalopoda; Coleoidea; Neocoleoidea; Decapodiformes; Teuthida; Oegopsina; Chiroteuthidae; Planctoteuthis	78438
32556	PLAGI	Planigale gilesi	Flat-skulled marsupial mouse		Paucident planigale	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Dasyuromorphia; Dasyuridae; Planigale	9296
34895	PLAIN	Planigale ingrami	Long-tailed planigale			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Dasyuromorphia; Dasyuridae; Planigale	9296
9297	PLAMU	Planigale maculata	Pygmy planigale	Antechinus maculatus		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Dasyuromorphia; Dasyuridae; Planigale	9296
60870	PLAMM	Planigale maculata maculata	Common planigale			reviewed	Subspecies	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Dasyuromorphia; Dasyuridae; Planigale	9297
34893	PLAMS	Planigale maculata sinualis	Common planigale			reviewed	Subspecies	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Dasyuromorphia; Dasyuridae; Planigale	9297
32557	PLATE	Planigale tenuirostris	Flat-skulled marsupial mouse	Narrow-nosed planigale		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Dasyuromorphia; Dasyuridae; Planigale	9296
59512	PLARU	Planktothrix rubescens			"Planktothrix rubescens" emend. Suda et al. 2002; Oscillatoria rubescens; Planktothrix rubescens (D.C. ex Gomont) Anagnostidis and Komarek 1988	reviewed	Species	Bacteria; Cyanobacteria; Oscillatoriales; Planktothrix	54304
35762	PLARO	Planobispora rosea			Planobispora rosea Thiemann 1967; Planobispora rosea Thiemann 1970 (sic)	reviewed	Species	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptosporangineae; Streptosporangiaceae; Planobispora	29298
377621	PLASL	Planococcus sp. (strain L4)			Planococcus sp. L4	reviewed	Species	Bacteria; Firmicutes; Bacillales; Planococcaceae; Planococcus	1372
