Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent
426499	HADFO	Hadronyche formidabilis	Northern tree funnel-web spider	Atrax formidabilis	Atrax formidabilis Rainbow, 1914; Hadronyche formidabilis (Rainbow, 1914)	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Hexathelidae; Hadronyche	42209
153481	HADIN	Hadronyche infensa	Fraser island funnel-web spider	Atrax infensa		reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Hexathelidae; Hadronyche	42209
278061	HADSP	Hadronyche sp. (strain 20)	Funnel-web spider		Hadronyche sp. 20; Hadronyche sp.(strain 20)	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Hexathelidae; Hadronyche	42209
6904	HADVE	Hadronyche versuta	Blue mountains funnel-web spider	Atrax versutus		reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Hexathelidae; Hadronyche	42209
132263	HADAZ	Hadrurus aztecus	Mexican scorpion			reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Scorpiones; Iurida; Iuroidea; Hadrurus	88315
380989	HADGE	Hadrurus gertschi	Scorpion		Hadrurus gertschi Soleglad, 1976	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Scorpiones; Iurida; Iuroidea; Hadrurus	88315
59038	HEAMA	Haemanthus magnificeas			Haemanthus magnificus; Haemanthus magnificus (Herb.) Herb.; Scadoxus puniceus; Scadoxus puniceus (L.) Friis & Nordal	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Asparagales; Amaryllidaceae; Amaryllidoideae; Scadoxus	112587
44386	HAELO	Haemaphysalis longicornis	Bush tick		Haemaphysalis longicornis Neumann, 1901	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Haemaphysalinae; Haemaphysalis	34622
7368	HAEIR	Haematobia irritans	Horn fly	Conops irritans	Haematobia iritans; Haematobia irritans (Linnaeus, 1758); Lyperosia irritans	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Muscoidea; Muscidae; Haematobia	7367
34678	HAEIX	Haematobia irritans exigua	Buffalo fly			reviewed	Subspecies	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Muscoidea; Muscidae; Haematobia	7368
44745	HAEPL	Haematococcus pluvialis				reviewed	Species	Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Haematococcaceae; Haematococcus	44744
279730	HAEDE	Haementeria depressa	Leech		Haementeria depressa (Blanchard, 1849)	reviewed	Species	Eukaryota; Metazoa; Annelida; Clitellata; Hirudinida; Hirudinea; Rhynchobdellida; Glossiphoniidae; Haementeria	6408
6409	HAEGH	Haementeria ghilianii	Amazon leech			reviewed	Species	Eukaryota; Metazoa; Annelida; Clitellata; Hirudinida; Hirudinea; Rhynchobdellida; Glossiphoniidae; Haementeria	6408
6410	HAEOF	Haementeria officinalis	Mexican leech			reviewed	Species	Eukaryota; Metazoa; Annelida; Clitellata; Hirudinida; Hirudinea; Rhynchobdellida; Glossiphoniidae; Haementeria	6408
6289	HAECO	Haemonchus contortus	Barber pole worm		Haemonchus contortus (Rudolphi, 1803); red stomach worm	reviewed	Species	Eukaryota; Metazoa; Nematoda; Chromadorea; Rhabditida; Strongylida; Trichostrongyloidea; Haemonchidae; Haemonchinae; Haemonchus	6288
197575	HAEAE	Haemophilus aegyptius			"Bacillus aegyptius" Trevisan 1889; "Bacillus conjunctivitidis" Kruse 1896; "Bacterium aegyptiacum" Lehmann and Neumann 1899; "Bacterium conjunctivitis" (sic) Chester 1897; "Bacterium pseudo conjunctivitidis" (Kruse 1896) Chester 1897; "Hemophilus conjunctivitidis" (sic) (Kruse 1896) Bergey et al. 1923; Bacillus aegyptius; Bacillus conjunctivitidis; Bacterium aegyptiacum; Bacterium conjunctivitis; Bacterium pseudo conjunctivitidis; Haemophilus aegypticus; Haemophilus aegyptius (Trevisan 1889) Pittman and Davis 1950; Hemophilus conjunctivitidis; Koch-Weeks bacillus	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	724
732	HAEAP	Haemophilus aphrophilus		Aggregatibacter aphrophilus	Aggregatibacter aphrophilus (Khairat 1940) Norskov-Lauritsen and Kilian 2006; Haemophilus aphrophilus Khairat 1940 (Approved Lists 1980); Haemophilus paraphrophilus; Haemophilus paraphrophilus Zinnemann et al. 1968 (Approved Lists 1980)	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter	416916
233412	HAEDU	Haemophilus ducreyi (strain 35000HP / ATCC 700724)			Haemophilus ducreyi 35000HP; Haemophilus ducreyi str. 35000HP	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	730
728	HAEGA	Haemophilus gallinarum			Avibacterium paragallinarum; Avibacterium paragallinarum (Biberstein and White 1969) Blackall et al. 2005; Haemophilus paragallinarum; Haemophilus paragallinarum Biberstein and White 1969; [Haemophilus] paragallinarum	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Avibacterium	292486
727	HAEIF	Haemophilus influenzae			"Bacterium influenzae" Lehmann and Neumann 1896; "Coccobacillus pfeifferi" Neveu-Lemaire 1921; "Haemophilus meningitidis" (Martins) Hauduroy et al. 1937; "Influenza-bacillus" Pfeiffer 1892; "Mycobacterium influenzae" (Lehmann and Neumann 1896) Chester 1901; Bacterium influenzae; Coccobacillus pfeifferi; Haemophilus influenzae (Lehmann and Neumann 1896) Winslow et al. 1917; Haemophilus meningitidis; Influenza-bacillus; Mycobacterium influenzae	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	724
281310	HAEI8	Haemophilus influenzae (strain 86-028NP)			Haemophilus influenzae 86-028NP; Haemophilus influenzae str. 86-028NP; Haemophilus influenzae strain 86-028NP	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	727
71421	HAEIN	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)			Haemophilus influenzae KW20; Haemophilus influenzae Rd; Haemophilus influenzae Rd KW20	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	727
374930	HAEIE	Haemophilus influenzae (strain PittEE)			Haemophilus influenzae PittEE; Haemophilus influenzae str. PittEE; Haemophilus influenzae strain PittEE	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	727
374931	HAEIG	Haemophilus influenzae (strain PittGG)			Haemophilus influenzae PittGG; Haemophilus influenzae str. PittGG; Haemophilus influenzae strain PittGG	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	727
262728	HAEI6	Haemophilus influenzae (strain R2866)			Haemophilus influenzae R2866; Haemophilus influenzae str. R2866; Haemophilus influenzae strain R2866	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	727
735	HAEPH	Haemophilus parahaemolyticus			Haemophilus parahaemolyticus Pittman 1953	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	724
729	HAEPA	Haemophilus parainfluenzae			Haemophilus parainfluenza; Haemophilus parainfluenzae Rivers 1922	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	724
862965	HAEP3	Haemophilus parainfluenzae (strain T3T1)			Haemophilus parainfluenzae T3T1; Haemophilus parainfluenzae str. T3T1; Haemophilus parainfluenzae strain T3T1	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	729
738	HAEPR	Haemophilus parasuis			Haemophilus parasuis Biberstein and White 1969	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	724
557723	HAEPS	Haemophilus parasuis serovar 5 (strain SH0165)			Haemophilus parasuis SH0165; Haemophilus parasuis str. SH0165; Haemophilus parasuis strain SH0165	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	738
10690	BPHP1	Haemophilus phage HP1		Bacteriophage HP1	phage HP1	reviewed	Species	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hp1likevirus	1196844
53000	BPS2	Haemophilus phage S2		Bacteriophage S2		reviewed	Species	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	196896
731	HAESO	Haemophilus somnus		Histophilus somni	"Haemophilus agni" Kennedy et al. 1958; "Haemophilus ovis" Mitchell 1925; "Haemophilus somnifer" Miles et al. 1972; "Haemophilus somnus" (sic) Bailie 1969; "Histophilus ovis" Roberts 1956; Haemophilus agni; Haemophilus ovis; Haemophilus somnifer; Hemophilus agni; Hemophilus somnus; Histophilus ovis; Histophilus somni Angen et al. 2003	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Histophilus	214906
205914	HAES1	Haemophilus somnus (strain 129Pt)		Histophilus somni (strain 129Pt)	Haemophilus somnus 129PT; Haemophilus somnus str. 129PT; Histophilus somni 129PT; Histophilus somni str. 129PT	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Histophilus	731
228400	HAES2	Haemophilus somnus (strain 2336)		Histophilus somni (strain 2336)	Haemophilus somnus 2336; Haemophilus somnus str. 2336; Histophilus somni 2336; Histophilus somni str. 2336	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Histophilus	731
38567	HAEMA	Haemopis marmorata	Green horse leech			reviewed	Species	Eukaryota; Metazoa; Annelida; Clitellata; Hirudinida; Hirudinea; Arhynchobdellida; Hirudiniformes; Haemopidae; Haemopis	38566
569	HAFAL	Hafnia alvei			"Enterobacter aerogenes subsp. hafniae" Ewing 1963; "Enterobacter alvei" (Mller 1954) Sakazaki 1961; "Enterobacter hafniae" Ewing and Fife 1968; Enterobacter aerogenes subsp. hafniae; Enterobacter alvei; Enterobacter hafniae; Hafnia alvei Moller 1954; Hafnia alvei sensu stricto genomosp. 1; not "Bacillus paratyphi-alvei" Bahr 1919	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Hafnia	568
349521	HAHCH	Hahella chejuensis (strain KCTC 2396)			Hahella chejuensis KCTC 2396; Hahella chejuensis str. KCTC 2396; Hahella chejuensis strain KCTC 2396	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Hahellaceae; Hahella	158327
795797	HALJB	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)			Halalkalicoccus jeotgali B3; Halalkalicoccus jeotgali DSM 18796; Halalkalicoccus jeotgali JCM 14584; Halalkalicoccus jeotgali str. B3; Halalkalicoccus jeotgali strain B3	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halalkalicoccus	413810
462315	HALCG	Halcurias carlgreni	Sea anemone		Halcurias carlgreni McMurrich, 1901	reviewed	Species	Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Endocoelantheae; Halcuriidae; Halcurias	462314
85887	HALCL	Halesia carolina	Carolina silverbell			reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; Ericales; Styracaceae; Halesia	85886
8969	HALAL	Haliaeetus albicilla	White-tailed eagle		Falco albicilla; Haliaeetus albicilla (Linnaeus, 1758)	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Falconiformes; Accipitridae; Accipitrinae; Haliaeetus	8968
502025	HALO1	Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2)			Haliangium ochraceum DSM 14365; Haliangium ochraceum SMP-2; Haliangium ochraceum str. DSM 14365; Haliangium ochraceum strain DSM 14365	reviewed		Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Nannocystineae; Kofleriaceae; Haliangium	80816
8971	HALIN	Haliastur indus	Brahminy kite		brahminy duck	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Falconiformes; Accipitridae; Accipitrinae; Haliastur	8970
9711	HALGR	Halichoerus grypus	Gray seal		Haliochoerus grypus; grey seal	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Halichoerus	9710
163232	HALOK	Halichondria okadai	Marine sponge	Reniera okadai		reviewed	Species	Eukaryota; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Halichondrida; Halichondriidae; Halichondria	6061
109174	HALAI	Haliotis asinina	Donkey's ear abalone	Ass's ear abalone	Haliotis asinina Linnaeus, 1758	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
6453	HALCO	Haliotis corrugata	Pink abalone		Haliotis corrugata Wood, 1828; abalone	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
6455	HALCR	Haliotis cracherodii	Black abalone		Haliotis cracherodii Leach, 1814; Haliotis cracherodil	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
36094	HALDI	Haliotis discus	Abalone	Nordotis discus	Haliotis discus Reeve, 1846	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
42344	HALDH	Haliotis discus hannai	Japanese abalone		Haliotis discus hannai Ino, 1953; Japanese disc abalone; Pacific abalone; ezo abalone	reviewed	Subspecies	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	36094
36095	HALDV	Haliotis diversicolor	Abalone	Sulculus diversicolor	Haliotis diversicolor Reeve, 1846	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
6456	HALFU	Haliotis fulgens	Green abalone		Haliotis fulgens Philippi, 1845	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
6457	HALKA	Haliotis kamtschatkana	Pinto abalone		Haliotis kamtschatkana Jonas, 1845	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
36097	HALLA	Haliotis laevigata	Abalone		Haliotis laevigata Donovan, 1808; greenlip abalone	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
81897	HALMK	Haliotis madaka	Giant abalone	Nordotis madaka	Haliotis madaka (Habe, 1977)	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
6454	HALRU	Haliotis rufescens	California red abalone		Haliotis rufenscens; Haliotis rufescens Swainson, 1822; red abalone	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
6458	HALSO	Haliotis sorenseni	White abalone		Haliotis sorenseni Bartsch, 1940	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
6459	HALWA	Haliotis walallensis	Flat abalone	Haliotis fulgens var. walallensis	Haliotis walallensis Stearns, 1899; Haliotis wallalensis	reviewed	Species	Eukaryota; Metazoa; Mollusca; Gastropoda; Vetigastropoda; Haliotoidea; Haliotidae; Haliotis	6452
43495	HALRB	Hallea rubrostipulata			Hallea rubrostipulata (K. Schum.) J.-F. Leroy; Mitragyna rubrostipulacea; Mitragyna rubrostipulata; Mitragyna rubrostipulata (K.Schum.) Havil.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; lamiids; Gentianales; Rubiaceae; Cinchonoideae; Naucleeae; Mitragyna	170021
2331	HALPR	Haloanaerobium praevalens			Halanaerobium praevalens; Halanaerobium praevalens Zeikus et al. 1984	reviewed	Species	Bacteria; Firmicutes; Clostridia; Halanaerobiales; Halanaerobiaceae; Halanaerobium	2330
135836	HALS8	Haloarchaeon S8a				reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae	69483
43776	HALAR	Haloarcula argentinos		Haloarcula sp. (strain arg-1)	Haloarcula argentinensis; Haloarcula argentinensis Ihara et al. 1997; Haloarcula argentinos (Haloarcula strain ARG-1); Haloarcula strain ARG-1	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloarcula	2237
51589	HALHI	Haloarcula hispanica			Haloarcula hispanica Juez et al. 1986	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloarcula	2237
29282	HALJP	Haloarcula japonica			Haloarcula japonica Takashina et al. 1991	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloarcula	2237
272569	HALMA	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809)		Halobacterium marismortui	Haloarcula marismortui ATCC 43049; Haloarcula marismortui str. ATCC 43049; Haloarcula marismortui strain ATCC 43049	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloarcula	2238
69009	HALSR	Haloarcula sp. (strain arg-2 / Andes heights)			Haloarcula sp. (strain ARG-2 / Andes height); Haloarcula sp. ARG-2	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloarcula	2237
28442	HALVA	Haloarcula vallismortis		Halobacterium vallismortis	Haloarcula vallismortis (Gonzlez et al. 1979) Torreblanca et al. 1986; Halobacterium vallismortis Gonzlez et al. 1979 (Approved Lists 1980)	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloarcula	2237
866895	HALH3	Halobacillus halophilus (strain ATCC 35676 / DSM 2266 / JCM 20832 / NBRC 102448/ NCIMB 2269)		Sporosarcina halophila	Halobacillus halophilus DSM 2266; Halobacillus halophilus str. DSM 2266; Halobacillus halophilus strain DSM 2266	reviewed		Bacteria; Firmicutes; Bacillales; Bacillaceae; Halobacillus	1570
33003	HALHM	Halobacterium halobium (strain mex)			Halobacterium salinarum (strain Mex)	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2242
33004	HALHP	Halobacterium halobium (strain port)			Halobacterium salinarum (strain Port)	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2242
33005	HALHS	Halobacterium halobium (strain shark)			Halobacterium salinarum (strain Shark)	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2242
169684	BPPHH	Halobacterium phage phiH		Bacteriophage phi-H	Bacteriophage phi H; Bacteriophage phiH; Halobacterium salinarium bacteriophage phi H; Halobacterium salinarium phage phi H	reviewed	Species	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; phiH-like viruses	169682
2242	HALSI	Halobacterium salinarum		Halobacterium halobium	"Bacillus halobius ruber" Klebahn 1919; "Bacterium halobium" Petter 1931; "Flavobacterium (subgen. Halobacterium) halobium" (Petter 1931) Elazari-Volcani 1940; "Flavobacterium (subgen. Halobacterium) salinarium" (Harrison and Kennedy 1922) Elazari-volcani 1940; "Halobacter salinaria" (Harrison and Kennedy 1922) Anderson 1954; "Pseudomonas salinaria" Harrison and Kennedy 1922; "Serratia cutirubrum" Lochhead 1934; "Serratia salinaria" (Harrison and Kennedy 1922) Bergey et al. 1923; Bacillus halobius ruber; Bacterium halobium; Flavobacterium (subgen. Halobacterium) halobium; Flavobacterium (subgen. Halobacterium) salinarium; Halobacter salinaria; Halobacterium cutirubrum; Halobacterium cutirubrum (Lochhead 1934) Elazari-Volcani 1957 (Approved Lists 1980); Halobacterium halobium (Petter 1931) Elazari-Volcani 1957 (Approved Lists 1980); Halobacterium salinarium; Halobacterium salinarum corrig. (Harrison and Kennedy 1922) Elazari-Volcani 1957 (Approved Lists 1980) emend. Gruber et al. 2004; Pseudomonas salinaria; Serratia cutirubrum; Serratia salinaria	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2239
478009	HALS3	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)			Halobacterium salinarum DSM 671; Halobacterium salinarum R1; Halobacterium salinarum str. R1; Halobacterium salinarum strain R1	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2242
64091	HALSA	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1)		Halobacterium halobium	Halobacterium salinarum NRC-1; Halobacterium salinarum str. NRC-1; Halobacterium salinarum strain NRC-1; Halobacterium sp. (strain NRC-1 / ATCC 700922 / JCM 11081); Halobacterium sp. (strain NRC-1); Halobacterium sp. ATCC 700922; Halobacterium sp. JCM 11081; Halobacterium sp. NRC-1	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2242
160432	HALS4	Halobacterium sp. (strain arg-4)			Halobacterium sp. arg-4; Haloterrigena sp. arg-4	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloterrigena	121871
245739	HALAS	Halobacterium sp. (strain AS7092)			Halobacterium sp. AS7092	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2239
335819	HALS1	Halobacterium sp. (strain aus-1)			Halobacterium AUS-1; Halobacterium sp. AUS-1; Halorubrum chaoviator; Halorubrum chaoviator Mancinelli et al. 2009; Halorubrum sp. HALO-G*; halophilic archaeon Naxos II; halophilic archaeon NaxosII	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halorubrum	56688
29285	HALS2	Halobacterium sp. (strain aus-2)			Halobacterium AUS-2; Halobacterium sp. AUS-2	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2239
88773	HALSN	Halobacterium sp. (strain GN101)			Halobacterium sp. GN101; haloarchaeal coccus LOC-1	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2239
33006	HALSS	Halobacterium sp. (strain SG1)			Halobacterium SG1; Halobacterium sp. SG1	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium	2239
79655	HALCA	Halobaena caerulea	Blue petrel			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Procellariiformes; Procellariidae; Procellariinae; Halobaena	79654
101187	HALDD	Halobatrachus didactylus	Lusitanian toadfish		Batrachoides didactylus; Batrachus didactylus; Batrachus didactylus Bloch & Schneider, 1801; Halobatrachus didactylus (Bloch & Schneider, 1801)	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Euteleostei; Neoteleostei; Acanthomorpha; Paracanthopterygii; Batrachoididae; Halobatrachus	101186
49447	HALSE	Halochromatium salexigens		Chromatium salexigens	Halochromatium salexigens (Caumette et al. 1989) Imhoff et al. 1998	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Halochromatium	85074
179637	HALDO	Halococcus dombrowskii			Halococcus dombrowskii Stan-Lotter et al. 2002	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halococcus	2249
2250	HALMO	Halococcus morrhuae		Micrococcus morrhuae	"Halococcus litoralis" (Poulsen 1879) Schoop 1935; "Micrococcus litoralis" (Poulsen 1879) Kellerman 1915; "Micrococcus morrhuae" (Farlow 1880) Klebahn 1919; "Sarcina morrhuae" Farlow 1880; Halococcus litoralis; Halococcus morrhuae (Farlow 1880) Kocur and Hodgkiss 1973; Micrococcus litoralis; Sarcina morrhuae; not "Sarcina litoralis" Poulsen 1879	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halococcus	2249
254849	HALAU	Halocynthia aurantium	Sea peach			reviewed	Species	Eukaryota; Metazoa; Chordata; Urochordata; Ascidiacea; Stolidobranchia; Pyuridae; Halocynthia	7728
201963	HALPP	Halocynthia papillosa	Red sea-squirt		Halocynthia papillosa (Linnaeus, 1767)	reviewed	Species	Eukaryota; Metazoa; Chordata; Urochordata; Ascidiacea; Stolidobranchia; Pyuridae; Halocynthia	7728
7729	HALRO	Halocynthia roretzi	Sea squirt			reviewed	Species	Eukaryota; Metazoa; Chordata; Urochordata; Ascidiacea; Stolidobranchia; Pyuridae; Halocynthia	7728
79657	HALMI	Halocyptena microsoma	Least storm petrel		Oceanodroma microsoma; Oceanodroma microsoma (Coues, 1864); least storm-petrel	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Procellariiformes; Hydrobatidae; Oceanodroma	52123
2254	HALL2	Haloferax lucentense (strain DSM 14919 / JCM 9276 / NCIMB 13854 / Aa 2.2)		Haloferax sp. (strain Aa 2.2)	"Haloferax alicantei" Holmes et al. 1997; "Haloferax lucentensis" Gutierrez et al. 2002; Haloferax AA-2.2; Haloferax alicantei; Haloferax lucentense; Haloferax lucentense corrig. Gutierrez et al. 2004; Haloferax lucentensis; Haloferax phenon K; Haloferax sp. AA-2.2; Haloferax sp. JCM 9276	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloferax	2251
2252	HALME	Haloferax mediterranei		Halobacterium mediterranei	Halobacterium mediterranei Rodriguez-Valera et al. 1983; Haloferax mediterranei (Rodriguez-Valera et al. 1983) Torreblanca et al. 1987	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloferax	2251
